"","Name","Sales","UserScore","Developer","CriticalScore","Genre","Platform","Rating"
"1075","Sonic Colors","High","High","Sonic Team","High","Platform","Nintendo","E"
"1076","Saints Row 2","High","Medium","Volition Inc.","High","Action","Sony","M"
"1077","Yoshi's Cookie","High","Medium","Other","Medium","Puzzle","Nintendo","T"
"1078","Time Crisis","High","Medium","Other","Medium","Shooter","Sony","T"
"1079","Sid Meier's Civilization V","High","Medium","Firaxis Games","High","Strategy","PC","E10+"
"1080"," Fire Emblem Fates","High","Medium","Other","Medium","Role-Playing","Nintendo","T"
"1081","The Sims: Superstar","High","High","Maxis","High","Simulation","PC","T"
"1082","Metroid Fusion","High","High","Nintendo","High","Action","Nintendo","E"
"1083","We Ski","High","High","Bandai Namco Games","Medium","Sports","Nintendo","E"
"1084","Star Wars Battlefront: Renegade Squadron","High","Medium","Rebellion","Medium","Shooter","Other","T"
"1085","SSX 3","High","High","EA Canada","High","Sports","Sony","E"
"1086","Madden NFL 2001","High","Low","EA Sports","High","Sports","Sony","E"
"1087","Star Wars: Battlefront II","High","High","Pandemic Studios","High","Shooter","Microsoft","T"
"1088","Disney's DuckTales","High","Medium","Other","Medium","Platform","Nintendo","T"
"1089","Tony Hawk's Pro Skater 3","High","High","Shaba Games","High","Sports","Sony","E"
"1090","Monsters, Inc.","High","Medium","Artificial Mind and Movement","Medium","Adventure","Nintendo","E"
"1091","PGR: Project Gotham Racing 2","High","Medium","Other","Medium","Racing","Microsoft","T"
"1092","Dragon Age: Origins","High","Medium","BioWare","High","Role-Playing","Sony","M"
"1093","Spy Hunter","High","Medium","Paradigm Entertainment","High","Racing","Sony","T"
"1094","NCAA Football 2004","High","High","EA Sports","High","Sports","Sony","E"
"1095","Fight Night Round 3","High","Medium","EA Chicago","High","Fighting","Sony","T"
"1096","StarCraft II: Heart of the Swarm","High","Medium","Blizzard Entertainment","High","Strategy","PC","T"
"1097","SpongeBob SquarePants: Battle for Bikini Bottom","High","High","Heavy Iron Studios","Medium","Platform","Sony","E"
"1098","Until Dawn","High","High","SuperMassive Games","High","Adventure","Sony","M"
"1099","Big Beach Sports","High","High","HB Studios Multimedia","Low","Sports","Nintendo","E"
"1100","Street Fighter II': Special Champion Edition","High","Medium","Other","Medium","Fighting","Other","T"
"1101","SSX","High","High","EA Sports Big","High","Sports","Sony","E"
"1102","Shaun White Snowboarding: Road Trip","High","High","Ubisoft","High","Sports","Nintendo","E10+"
"1103","NBA Ballers","High","High","Midway","High","Sports","Sony","E"
"1104","Saints Row IV","High","Low","Volition Inc.","High","Action","Microsoft","M"
"1105","NBA Live 2003","High","High","EA Canada","High","Sports","Sony","E"
"1106","LEGO Batman 2: DC Super Heroes","High","Medium","TT Games","High","Action","Microsoft","E10+"
"1107","Dragon Ball Z: Budokai Tenkaichi","High","High","Spike","Medium","Fighting","Sony","T"
"1108","Dark Souls III","High","High","From Software","High","Role-Playing","Sony","M"
"1109","Ms. Pac-Man","High","Medium","Other","Medium","Puzzle","Other","T"
"1110","Kirby's Return to Dreamland","High","High","HAL Labs","High","Platform","Nintendo","E10+"
"1111","Mario Party 6","High","Medium","Hudson Soft","Medium","Misc","Nintendo","E"
"1112","Super Scope 6","High","Medium","Other","Medium","Shooter","Nintendo","T"
"1113","Star Wars The Clone Wars: Lightsaber Duels","High","Low","Krome Studios","Low","Action","Nintendo","T"
"1114","Need for Speed Carbon","High","Low","EA Canada","High","Racing","Microsoft","E10+"
"1115","Heavenly Sword","High","High","Ninja Theory","High","Action","Sony","T"
"1116","Dragon Quest V: Tenkuu no Hanayome","High","Medium","Other","Medium","Role-Playing","Sony","T"
"1117","MySims","High","Medium","EA Redwood Shores","Medium","Simulation","Nintendo","E"
"1118","Kirby & the Amazing Mirror","High","Medium","Other","Medium","Platform","Nintendo","T"
"1119","Army of Two","High","Medium","EA Montreal","Medium","Shooter","Microsoft","M"
"1120","Dig Dug","High","Medium","Other","Medium","Puzzle","Other","T"
"1121","Tom Clancy's Rainbow Six","High","Medium","Other","Medium","Shooter","Sony","T"
"1122","Ghosts 'n Goblins","High","Medium","Other","Medium","Action","Nintendo","T"
"1123","Tiger Woods PGA Tour 2003","High","High","EA Sports","High","Sports","Sony","E"
"1124","NBA Live 06 (All region sales)","High","Medium","Other","Medium","Sports","Sony","T"
"1125","Prince of Persia: Warrior Within","High","High","Ubisoft Montreal","High","Action","Sony","M"
"1126","Far Cry 4","High","Medium","Ubisoft Montreal","High","Shooter","Microsoft","M"
"1127","ESPN NFL 2K5","High","High","Visual Concepts","High","Sports","Microsoft","E"
"1128","Beyond: Two Souls","High","High","Quantic Dream","Medium","Adventure","Sony","M"
"1129","Pikmin","High","High","Nintendo","High","Strategy","Nintendo","E"
"1130","Tiger Woods PGA Tour 2004","High","High","EA Sports","High","Sports","Sony","E"
"1131","NBA 2K15","High","Low","Visual Concepts","Medium","Sports","Microsoft","E"
"1132","Call of Duty: Black Ops","High","Low","Treyarch","High","Shooter","PC","M"
"1133","Ape Escape","High","High","SCEI","High","Platform","Sony","E"
"1134","NCAA Football 2005","High","High","EA Tiburon","High","Sports","Sony","E"
"1135","Max Payne 3","High","Medium","Rockstar Studios","High","Shooter","Microsoft","M"
"1136","Viva Pinata","High","High","Rare Ltd.","High","Simulation","Microsoft","E"
"1137","Tony Hawk's American Wasteland (Old all region sales)","High","Medium","Other","Medium","Sports","Sony","T"
"1138","Kinectimals","High","Low","Frontier Developments","Medium","Simulation","Microsoft","E"
"1139","Kirby Air Ride","High","Medium","HAL Labs","Low","Racing","Nintendo","E"
"1140","LEGO Marvel Super Heroes","High","Medium","TT Games","High","Action","Sony","E10+"
"1141","Sled Storm","High","Medium","Other","Medium","Racing","Sony","T"
"1142","Destiny","High","Low","Bungie","Medium","Shooter","Sony","T"
"1143","Rock Band","High","High","Harmonix Music Systems","High","Misc","Sony","T"
"1144","Dragon Quest IV: Chapters of the Chosen","High","Medium","ArtePiazza","High","Role-Playing","Nintendo","E10+"
"1145","NFL Street 2","High","High","EA Tiburon","High","Sports","Sony","E"
"1146","Baseball","High","Medium","Other","Medium","Sports","Nintendo","T"
"1147","Yu-Gi-Oh! Duel Monsters","High","Medium","Other","Medium","Strategy","Nintendo","T"
"1148","Super Mario Strikers","High","High","Next Level Games","High","Sports","Nintendo","E"
"1149","Buzz! The Music Quiz","High","Medium","Other","Medium","Misc","Sony","T"
"1150","Rage","High","Low","id Software","High","Shooter","Microsoft","M"
"1151","Mario Hoops 3 on 3","High","High","Square Enix","Medium","Sports","Nintendo","E"
"1152","SpongeBob's Atlantis SquarePantis","High","Medium","THQ","Medium","Action","Nintendo","E"
"1153","Dollar Dash","High","Medium","Other","Medium","Action","Sony","T"
"1154","F-1 World Grand Prix","High","Medium","Other","Medium","Racing","Nintendo","T"
"1155","River Raid","High","Medium","Other","Medium","Shooter","Other","T"
"1156","Just Cause 2","High","High","Avalanche Studios","High","Action","Microsoft","M"
"1157","Silent Hill","High","High","KCET","High","Action","Sony","M"
"1158","Sonic Heroes","High","Medium","Sonic Team","Medium","Platform","Nintendo","E"
"1159","Disney Infinity","High","Low","Avalanche Software","Medium","Action","Nintendo","E10+"
"1160","ESPN NBA 2K5","High","Medium","Visual Concepts","High","Sports","Sony","E"
"1161","Diablo","High","High","Blizzard Entertainment","High","Role-Playing","PC","M"
"1162","Far Cry 2","High","Low","Ubisoft Montreal","High","Action","Microsoft","M"
"1163","The Legend of Zelda: Twilight Princess","High","High","Nintendo","High","Action","Nintendo","T"
"1164","Soul Edge","High","Medium","Other","Medium","Fighting","Sony","T"
"1165","Mario Bros.","High","Medium","Other","Medium","Platform","Other","T"
"1166","Pro Evolution Soccer 2008","High","Low","Konami","Medium","Sports","Sony","E"
"1167","NASCAR 2000","High","Medium","Other","Medium","Racing","Sony","T"
"1168","Pokemon Battle Revolution","High","Low","Genius Sonority Inc.","Low","Role-Playing","Nintendo","E"
"1169","Kingdom Hearts 3D: Dream Drop Distance","High","High","Square Enix","Medium","Action","Nintendo","E10+"
"1170","Dance Dance Revolution: Hottest Party 2","High","Low","Konami","Medium","Simulation","Nintendo","E10+"
"1171","SoulCalibur IV","High","Medium","Namco","High","Fighting","Microsoft","T"
"1172","Jampack Summer 2K","High","Medium","Other","Medium","Misc","Sony","T"
"1173","Sonic Generations","High","High","Sega","High","Platform","Sony","E"
"1174","Spyro 2: Season of Flame","High","Medium","Digital Eclipse","High","Platform","Nintendo","E"
"1175","Mario Party 10","High","Low","Nintendo, Nd Cube","Medium","Misc","Nintendo","E"
"1176","Devil May Cry 4","High","High","Capcom","High","Action","Sony","M"
"1177","Dead Rising 3","High","Low","Capcom Vancouver","High","Action","Microsoft","M"
"1178","Pro Evolution Soccer 2010","High","High","Konami","Medium","Sports","Sony","E"
"1179","NCAA Football 2002","High","High","EA Sports","High","Sports","Sony","E"
"1180","Gears of War: Judgment","High","Low","Epic Games","High","Shooter","Microsoft","M"
"1181","Watch Dogs","High","Low","Ubisoft Montreal","High","Action","Microsoft","M"
"1182","Guitar Hero: On Tour Decades","High","High","Vicarious Visions","Medium","Misc","Nintendo","E10+"
"1183","FIFA 16","High","Low","EA Sports","Medium","Sports","Microsoft","E"
"1184","Madden NFL 15","High","Low","EA Sports","High","Sports","Microsoft","E"
"1185","Conflict: Desert Storm","High","High","Pivotal Games","Low","Shooter","Sony","T"
"1186","Mario Party 7","High","Medium","Hudson","Medium","Misc","Nintendo","E"
"1187","Dragon Quest V: Hand of the Heavenly Bride","High","High","ArtePiazza","High","Role-Playing","Nintendo","E10+"
"1188","High School Musical 3: Senior Year","High","Medium","Other","Medium","Misc","Nintendo","T"
"1189","Smuggler's Run","High","Low","Rockstar San Diego","High","Racing","Sony","T"
"1190","Fight Night Round 3","High","High","EA Chicago","High","Fighting","Sony","T"
"1191","Need for Speed: Most Wanted","High","High","EA Canada","High","Racing","Microsoft","T"
"1192","Carnival Games: Mini Golf","High","Low","Cat Daddy Games","Low","Sports","Nintendo","E"
"1193","Donkey Kong Classics","High","Medium","Other","Medium","Platform","Nintendo","T"
"1194","Hannah Montana: Music Jam","High","Medium","Other","Medium","Action","Nintendo","T"
"1195","Twisted Metal","High","Medium","Other","Medium","Action","Sony","T"
"1196","Final Fight","High","Medium","Other","Medium","Action","Nintendo","T"
"1197","Pokemon Mystery Dungeon: Explorers of Sky","High","High","ChunSoft","Low","Role-Playing","Nintendo","E"
"1198","Dragon Quest Monsters 2","High","Medium","Other","Medium","Role-Playing","Nintendo","T"
"1199","Pokemon Pinball: Ruby & Sapphire","High","Medium","Other","Medium","Misc","Nintendo","T"
"1200","MySims Kingdom","High","Medium","TOSE","Low","Simulation","Nintendo","E"
"1201","LEGO Pirates of the Caribbean: The Video Game","High","Medium","Traveller's Tales","Medium","Action","Nintendo","E10+"
"1202","Stuntman","High","Low","Reflections Interactive","Medium","Racing","Sony","T"
"1203","Tom Clancy's Rainbow Six 3","High","High","Ubisoft","High","Shooter","Microsoft","M"
"1204","LEGO Harry Potter: Years 1-4","High","High","Traveller's Tales","High","Action","Microsoft","E10+"
"1205","007: The World is not Enough","High","Medium","Other","Medium","Action","Nintendo","T"
"1206","Spider-Man 2: Enter: Electro","High","High","Vicarious Visions","Medium","Action","Sony","E"
"1207","Guitar Hero 5","High","Low","Vicarious Visions","High","Misc","Nintendo","T"
"1208","Command & Conquer: Tiberian Sun","High","Medium","Other","Medium","Strategy","PC","T"
"1209","Wolfenstein: The New Order","High","High","MachineGames","High","Shooter","Sony","M"
"1210","Mafia II","High","Medium","2K Czech","Medium","Action","Microsoft","M"
"1211","Moshi Monsters: Moshling Zoo","High","Medium","Mind Candy","Medium","Misc","Nintendo","E"
"1212","BioShock 2","High","High","2K Marin","High","Shooter","Sony","M"
"1213","Dark Cloud","High","High","Level 5","High","Role-Playing","Sony","T"
"1214","Warcraft III: The Frozen Throne","High","High","Blizzard Entertainment","High","Strategy","PC","T"
"1215","Active Life: Outdoor Challenge","High","High","h.a.n.d. Inc.","Medium","Sports","Nintendo","E"
"1216","Tom Clancy's Ghost Recon Advanced Warfighter","High","High","Ubisoft Paris","High","Shooter","Microsoft","T"
"1217","Ratchet & Clank (2016)","High","Medium","Other","Medium","Platform","Sony","T"
"1218","MVP Baseball 2005","High","High","EA Sports","High","Sports","Sony","E"
"1219","Die Hard Trilogy","High","Medium","Other","Medium","Shooter","Sony","T"
"1220","Uncharted: Golden Abyss","High","Medium","Naughty Dog, Sony Bend","High","Shooter","Other","T"
"1221","Go Vacation","High","Medium","Namco Bandai Games","Medium","Misc","Nintendo","E10+"
"1222","Pro Evolution Soccer 2013","High","Low","Konami","High","Sports","Sony","E"
"1223","Mortal Kombat 3","High","Medium","Other","Medium","Fighting","Nintendo","T"
"1224","NFL GameDay 99","High","Medium","Other","Medium","Sports","Sony","T"
"1225","Dishonored","High","Medium","Arkane Studios","High","Action","Sony","M"
"1226","Mario Golf: Toadstool Tour","High","High","Camelot Software Planning","High","Sports","Nintendo","E"
"1227","Tiger Woods 99 PGA Tour Golf","High","Medium","Other","Medium","Sports","Sony","T"
"1228","Call of Duty: Black Ops II","High","Low","Treyarch","Medium","Shooter","PC","M"
"1229","Resident Evil: The Umbrella Chronicles","High","Medium","Cavia Inc.","Medium","Action","Nintendo","M"
"1230","Knockout Kings","High","Medium","Other","Medium","Fighting","Sony","T"
"1231","The Simpsons Skateboarding","High","Low","The Code Monkeys","Low","Sports","Sony","T"
"1232","Donkey Kong Country: Tropical Freeze","High","High","Retro Studios","High","Platform","Nintendo","E"
"1233","NASCAR 98","High","Medium","Other","Medium","Racing","Sony","T"
"1234","Xevious","High","Medium","Other","Medium","Shooter","Nintendo","T"
"1235","F1 Race","High","Medium","Other","Medium","Racing","Nintendo","T"
"1236","NASCAR 99","High","Medium","Other","Medium","Racing","Sony","T"
"1237","Final Fantasy XIV: A Realm Reborn","High","Medium","Other","Medium","Role-Playing","PC","T"
"1238","NBA Live 2000","High","Medium","Other","Medium","Sports","Sony","T"
"1239","Fight Night Round 4","High","Medium","EA Canada","High","Fighting","Sony","T"
"1240","Super Monkey Ball 2","High","High","Amusement Vision","High","Puzzle","Nintendo","E"
"1241","Pac-Man World 2","High","Medium","Namco","Medium","Action","Sony","E"
"1242","Disney Fairies: Tinker Bell","High","Medium","Genius Sonority Inc., Disney Interactive Studios","Medium","Adventure","Nintendo","E"
"1243","MySims Kingdom","High","High","EA Redwood Shores","High","Simulation","Nintendo","E"
"1244","Dead Space 2","High","High","Visceral Games","High","Shooter","Microsoft","M"
"1245","Puzzle & Dragons","High","Medium","Other","Medium","Role-Playing","Nintendo","T"
"1246","Call of Duty: Modern Warfare: Reflex Edition","High","Medium","Other","Medium","Shooter","Nintendo","T"
"1247","Mega Man 2","High","Medium","Other","Medium","Action","Nintendo","T"
"1248","Simpsons Wrestling","High","Medium","Other","Medium","Fighting","Sony","T"
"1249","NBA Live 98","High","Medium","Other","Medium","Sports","Sony","T"
"1250","The Simpsons Game","High","High","Electronic Arts","Medium","Action","Sony","T"
"1251","Monopoly","High","Medium","Other","Medium","Misc","Sony","T"
"1252","The Simpsons Game","High","Medium","Griptonite Games","Medium","Action","Nintendo","T"
"1253","Football Manager 2012","High","High","Sports Interactive","High","Sports","PC","E"
"1254","Ni no Kuni: Wrath of the White Witch","High","High","Level 5","High","Role-Playing","Sony","E10+"
"1255","SoulCalibur II","High","High","Namco","High","Fighting","Nintendo","T"
"1256","Call of Duty 3","High","Low","Treyarch","High","Shooter","Sony","T"
"1257","Tokyo Xtreme Racer Zero","High","High","Genki","High","Racing","Sony","E"
"1258","NFL Blitz","High","Medium","Other","Medium","Sports","Sony","T"
"1259","Red Faction II","High","High","Volition Inc.","High","Shooter","Sony","M"
"1260","Madden NFL 2001","High","Medium","EA Sports","High","Sports","Sony","E"
"1261","Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki","High","Medium","Other","Medium","Platform","Nintendo","T"
"1262","WWF No Mercy","High","Medium","Other","Medium","Fighting","Nintendo","T"
"1263","Ice Climber","High","Medium","Other","Medium","Platform","Nintendo","T"
"1264","Sonic CD","High","Medium","Other","Medium","Platform","Other","T"
"1265","Star Wars: The Force Unleashed II","High","Low","LucasArts","Medium","Action","Sony","T"
"1266","Pac-Man World","High","Medium","Other","Medium","Action","Sony","T"
"1267","Rock Band 2","High","Medium","Harmonix Music Systems","High","Misc","Sony","T"
"1268","Final Fantasy: Crystal Chronicles","High","High","Square Enix","High","Role-Playing","Nintendo","T"
"1269","Medal of Honor: Frontline","High","Low","EA LA","High","Shooter","Microsoft","T"
"1270","Madden NFL 09","High","Medium","EA Tiburon","Medium","Sports","Sony","E"
"1271","Dead Rising 2","High","Low","Blue Castle Games","High","Action","Microsoft","M"
"1272","Banjo-Tooie","High","Medium","Other","Medium","Platform","Nintendo","T"
"1273","Buzz! The BIG Quiz","High","Medium","Other","Medium","Misc","Sony","T"
"1274","Mafia II","High","Medium","2K Czech","Medium","Action","Sony","M"
"1275","Batman: Arkham Knight","High","Low","Rocksteady Studios","High","Action","Microsoft","M"
"1276","Doom (2016)","High","Medium","Other","Medium","Shooter","Sony","T"
"1277","Dirge of Cerberus: Final Fantasy VII","High","Low","Square Enix","Low","Shooter","Sony","T"
"1278","WWF WrestleMania 2000","High","Medium","Other","Medium","Fighting","Nintendo","T"
"1279","Wario Land II","High","Medium","Other","Medium","Platform","Nintendo","T"
"1280","Nintendo World Cup","High","Medium","Other","Medium","Sports","Nintendo","T"
"1281","Sonic Rivals 2","High","Medium","Backbone Entertainment","Low","Racing","Other","E"
"1282","Bratz: Forever Diamondz","High","Low","Barking Lizards","Medium","Adventure","Nintendo","E"
"1283","Resistance 3","High","Medium","Insomniac Games","High","Shooter","Sony","M"
"1284","Drawn To Life: SpongeBob SquarePants Edition","High","Low","Altron","Medium","Adventure","Nintendo","E"
"1285","Disney Sing It: Pop Hits","High","Medium","Zoe Mode","Medium","Misc","Nintendo","E"
"1286","007: Quantum of Solace","High","Medium","Treyarch","Medium","Action","Microsoft","T"
"1287","Major League Baseball 2K5","High","Medium","Kush Games","High","Sports","Sony","E"
"1288","Fight Night 2004","High","High","EA Sports","High","Fighting","Sony","T"
"1289","LEGO Star Wars III: The Clone Wars","High","Medium","Traveller's Tales","Medium","Action","Microsoft","E10+"
"1290","Tom Clancy's Splinter Cell: Pandora Tomorrow","High","High","Ubisoft Shanghai","High","Action","Microsoft","T"
"1291","LEGO City Undercover","High","Medium","Other","Medium","Platform","Nintendo","T"
"1292","Imagine: Master Chef","High","Medium","Ubisoft","Medium","Simulation","Nintendo","E"
"1293","Disney Princess","High","Medium","Art","Medium","Platform","Nintendo","E"
"1294","Mario Golf","High","Medium","Other","Medium","Action","Nintendo","T"
"1295","Call of Duty Black Ops: Declassified","High","Low","Nihilistic","Low","Action","Other","M"
"1296","Tom Clancy's Ghost Recon: Future Soldier","High","Medium","Ubisoft Paris","High","Shooter","Microsoft","M"
"1297","Fight Night Round 3","High","High","EA Chicago","High","Fighting","Microsoft","T"
"1298","Xenogears","High","High","SquareSoft","High","Role-Playing","Sony","T"
"1299","The SpongeBob SquarePants Movie","High","Medium","WayForward","Medium","Platform","Nintendo","E"
"1300","Super Scribblenauts","High","High","5TH Cell","High","Puzzle","Nintendo","E10+"
"1301","Midway Arcade Treasures","High","Medium","Midway","High","Misc","Sony","T"
"1302","Triple Play 99","High","Medium","Other","Medium","Sports","Sony","T"
"1303","Dragon Quest VII: Warriors of Eden","High","Medium","Other","Medium","Role-Playing","Nintendo","T"
"1304","Super Monkey Ball","High","Medium","Amusement Vision","High","Puzzle","Nintendo","E"
"1305","SoulCalibur IV","High","Medium","Namco","High","Fighting","Sony","T"
"1306","Donkey Kong","High","Medium","Other","Medium","Platform","Other","T"
"1307","Mortal Kombat 4","High","Medium","Other","Medium","Fighting","Sony","T"
"1308","New Play Control! Mario Power Tennis","High","Medium","Other","Medium","Sports","Nintendo","T"
"1309","Mario Superstar Baseball","High","High","Namco","High","Sports","Nintendo","E"
"1310","Wall-E","High","Medium","Helixe","Low","Platform","Nintendo","E"
"1311","WCW vs the World","High","Medium","Other","Medium","Fighting","Sony","T"
"1312","Battlefield: Bad Company","High","Medium","EA DICE","High","Shooter","Microsoft","T"
"1313","Homefront","High","Low","Kaos Studios","Medium","Shooter","Microsoft","M"
"1314","Onimusha 3: Demon Siege","High","High","Capcom","High","Action","Sony","M"
"1315","Madden NFL 15","High","Low","EA Sports","Medium","Sports","Sony","E"
"1316","Red Dead Revolver","High","Medium","Rockstar San Diego","Medium","Shooter","Sony","M"
"1317","Resident Evil: Outbreak","High","High","Capcom","Medium","Action","Sony","M"
"1318","Tamagotchi","High","Medium","Other","Medium","Simulation","Nintendo","T"
"1319","4 Nin uchi Mahjong","High","Medium","Other","Medium","Misc","Nintendo","T"
"1320","Dragon Ball Z","High","Medium","Other","Medium","Fighting","Nintendo","T"
"1321","Game de Hakken!! Tamagotchi 2","High","Medium","Other","Medium","Simulation","Nintendo","T"
"1322","Namco Museum 64","High","Medium","Other","Medium","Misc","Nintendo","T"
"1323","Mass Effect 2","High","High","BioWare","High","Role-Playing","Sony","M"
"1324","LEGO Battles: Ninjago","High","Low","Hellbent Games","Low","Strategy","Nintendo","E"
"1325","Tony Hawk's American Wasteland (Weekly american sales)","High","Medium","Other","Medium","Sports","Sony","T"
"1326","NBA 2K14","High","Low","Visual Concepts","High","Sports","Sony","E"
"1327","The House of the Dead 2 & 3 Return","High","Medium","Other","Medium","Shooter","Nintendo","T"
"1328","SingStar Pop","High","Medium","SCEE London Studio","Medium","Misc","Sony","E10+"
"1329","Kirby Super Star","High","Medium","Other","Medium","Platform","Nintendo","T"
"1330","Sonic & Sega All-Stars Racing","High","Medium","Other","Medium","Racing","Nintendo","T"
"1331","Disney Infinity","High","Low","Avalanche Software","Medium","Action","Microsoft","E10+"
"1332","My Word Coach","High","Low","Ubisoft","Medium","Misc","Nintendo","E"
"1333","Tiger Woods PGA Tour 2005","High","High","EA Sports","High","Sports","Sony","E"
"1334","NCAA Football 2003","High","High","EA Sports","High","Sports","Sony","E"
"1335","Star Wars: The Force Unleashed II","High","Low","LucasArts","Low","Action","Microsoft","T"
"1336","Frogger 2: Swampy's Revenge","High","Medium","Blitz Games","High","Action","Sony","E"
"1337","WWE SmackDown vs Raw 2008","High","Low","Yuke's","Medium","Fighting","Microsoft","T"
"1338","Kinect Joy Ride","High","Low","BigPark","Low","Racing","Microsoft","E"
"1339","Smarty Pants","High","Medium","Planet Moon Studios","Medium","Misc","Nintendo","E"
"1340","SNK vs. Capcom: The Match of the Millennium","High","Medium","Other","Medium","Fighting","Other","T"
"1341","Disney's DuckTales","High","Medium","Other","Medium","Platform","Nintendo","T"
"1342","Disney Princess: Magical Jewels","High","Medium","1st Playable Productions","Medium","Adventure","Nintendo","E"
"1343","Classic NES Series: Super Mario Bros.","High","High","Nintendo","High","Platform","Nintendo","E"
"1344","Triple Play 2000","High","Medium","Other","Medium","Sports","Sony","T"
"1345","Anno 2070","High","Medium","Blue Byte, Related Designs","High","Strategy","PC","T"
"1346","Hasbro Family Game Night","High","Medium","EA Bright Light","Medium","Puzzle","Nintendo","E"
"1347","Sonic Rivals","High","Medium","Backbone Entertainment","Medium","Racing","Other","E"
"1348","BioShock","High","High","Digital Extremes, 2K Marin","High","Shooter","Sony","M"
"1349","Mass Effect 3","High","Low","BioWare","High","Role-Playing","Sony","M"
"1350","Cabela's Big Game Hunter","High","Medium","Sand Grain Studios","Low","Sports","Sony","T"
"1351","NBA Live 06 (Weekly american sales)","High","Medium","Other","Medium","Sports","Sony","T"
"1352","SimCity (2013)","High","Low","Maxis","Medium","Simulation","PC","E10+"
"1353","The Legend of Zelda: The Minish Cap","High","High","Flagship","High","Action","Nintendo","E"
"1354","NFL Street","High","High","EA Tiburon","High","Sports","Sony","E"
"1355","Super Metroid","High","Medium","Other","Medium","Action","Nintendo","T"
"1356","Pro Yakyuu Family Stadium '87","High","Medium","Other","Medium","Sports","Nintendo","T"
"1357","Dead Space 2","High","High","Visceral Games","High","Shooter","Sony","M"
"1358","Tiger Woods PGA Tour 09 All-Play","High","High","EA Tiburon","High","Sports","Nintendo","E"
"1359","Metal Gear Rising: Revengeance","High","Medium","PlatinumGames","High","Action","Sony","M"
"1360","Resident Evil (Remake)","High","Medium","Other","Medium","Action","Nintendo","T"
"1361","Rayman Raving Rabbids","High","Medium","Ubisoft Montpellier","High","Misc","Nintendo","E"
"1362","Dragon Quest Monsters: Joker 2","High","Medium","TOSE","High","Role-Playing","Nintendo","E"
"1363","UFC Undisputed 2010","High","Medium","Yuke's","High","Fighting","Sony","T"
"1364","LEGO Star Wars: The Video Game","High","Medium","Other","Medium","Action","Nintendo","T"
"1365","Medal of Honor: Warfighter","High","Low","Danger Close","Low","Action","Sony","M"
"1366","Disney's The Lion King","High","Medium","Other","Medium","Platform","Other","T"
"1367","Sonic's Ultimate Genesis Collection","High","High","Backbone Entertainment","High","Misc","Microsoft","E10+"
"1368","Hello Kitty Party","High","Medium","Barnstorm Games","Medium","Misc","Nintendo","E"
"1369","The Sims 3","High","Low","The Sims Studio","Medium","Simulation","Nintendo","T"
"1370","Knockout Kings 2000","High","Medium","Other","Medium","Fighting","Sony","T"
"1371","Gran Turismo 4 Prologue","High","Medium","Other","Medium","Racing","Sony","T"
"1372","Diablo III","High","Low","Blizzard Entertainment","High","Role-Playing","Microsoft","M"
"1373","Twisted Metal: Black","High","High","Incognito Inc.","High","Racing","Sony","M"
"1374","NASCAR 2005: Chase for the Cup","High","High","EA Tiburon","High","Racing","Sony","E"
"1375","Fight Night Round 4","High","High","EA Canada","High","Fighting","Microsoft","T"
"1376","Spider-Man: The Movie","High","Medium","Treyarch","High","Action","Microsoft","E"
"1377","LEGO Star Wars II: The Original Trilogy","High","High","Traveller's Tales","High","Action","Other","E10+"
"1378","Dead Space","High","High","EA Redwood Shores","High","Action","Microsoft","M"
"1379","Need For Speed: Undercover","High","Low","Exient Entertainment","Medium","Racing","Sony","T"
"1380","2Xtreme","High","Medium","Other","Medium","Sports","Sony","T"
"1381","LEGO Indiana Jones 2: The Adventure Continues","High","Low","Traveller's Tales","Medium","Action","Nintendo","E10+"
"1382","Ridge Racer","High","High","Namco","High","Racing","Other","E"
"1383","Sonic Advance 3","High","High","Dimps Corporation","High","Platform","Nintendo","E"
"1384","Final Fantasy III","High","Medium","Other","Medium","Role-Playing","Nintendo","T"
"1385","Tomb Raider (2013)","High","Medium","Other","Medium","Action","Sony","T"
"1386","Colin McRae Rally 3","High","Medium","Codemasters","High","Racing","Sony","E"
"1387","Forza Horizon 2","High","High","Playground Games","High","Racing","Microsoft","E10+"
"1388","Madden NFL 2002","High","High","EA Sports","High","Sports","Sony","E"
"1389","Inazuma Eleven 2","High","Medium","Other","Medium","Role-Playing","Nintendo","T"
"1390","NBA Jam","High","Medium","Other","Medium","Sports","Nintendo","T"
"1391","Teenage Mutant Ninja Turtles III: The Manhattan Project","High","Medium","Other","Medium","Action","Nintendo","T"
"1392","Dynasty Warriors 5","High","High","Omega Force","Medium","Action","Sony","T"
"1393","Hannah Montana: Spotlight World Tour","High","Medium","Other","Medium","Action","Nintendo","T"
"1394","Injustice: Gods Among Us","High","Medium","NetherRealm Studios","High","Fighting","Microsoft","T"
"1395","Far Cry 2","High","Low","Ubisoft Montreal","High","Action","Sony","M"
"1396","Yoshi's New Island","High","Low","Arzest","Medium","Platform","Nintendo","E"
"1397","LEGO Batman 2: DC Super Heroes","High","Medium","TT Games","Medium","Action","Nintendo","E10+"
"1398","True Crime: Streets of LA","High","Medium","Luxoflux, Inc.","High","Action","Microsoft","M"
"1399","Toy Story 3: The Video Game","High","Medium","Other","Medium","Action","Nintendo","T"
